country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Afghanistan,1937,AFG,6409250,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1938,AFG,6409250,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1939,AFG,6428903,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1940,AFG,6468510,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1941,AFG,6528377,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1942,AFG,6608815,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1943,AFG,6710138,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1944,AFG,6813016,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1945,AFG,6917471,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1946,AFG,7023527,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1947,AFG,7131209,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1948,AFG,7240542,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1949,AFG,7356890,,,,,,,,,,,,,,,,,,0.041,5.533,0.041,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1950,AFG,7480464,9421400064.000,,,,,,,,,,,,,,,,180.000,0.073,15.236,0.114,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1951,AFG,7571542,9692279808.000,,,,,,,,,,,,,,,,7.143,0.008,16.128,0.122,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1952,AFG,7667534,10017325056.000,,,,,,,,,,,,,,,,13.333,0.016,18.050,0.138,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1953,AFG,7764549,10630519808.000,,,,,,,,,,,,,,,,-5.882,-0.008,16.776,0.130,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1954,AFG,7864289,10866360320.000,,,,,,,,,,,,,,,,-6.250,-0.008,15.528,0.122,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1955,AFG,7971933,11078185984.000,,,,,,,,,,,,,,,,53.333,0.065,23.488,0.187,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1956,AFG,8087730,11581236224.000,,,,,,,,,,,,,,,,0.000,0.000,23.151,0.187,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1957,AFG,8210207,11578973184.000,,,,,,,,,,,,,,,,26.087,0.049,28.756,0.236,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1958,AFG,8333827,12238841856.000,,,,,,,,,,,,,,,,17.241,0.041,33.213,0.277,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1959,AFG,8468220,12579874816.000,,,,,,,,,,,,,,,,20.588,0.057,39.416,0.334,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1960,AFG,8622473,13033253888.000,,,,,,,,,,,,,,,,17.073,0.057,45.320,0.391,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1961,AFG,8790140,13146287104.000,,,,,,,,,,,,,,,,37.500,0.147,61.126,0.537,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1962,AFG,8969055,13367633920.000,,,,,,,,,,,,,,,,69.697,0.374,101.660,0.912,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1963,AFG,9157463,13630298112.000,,,,,,,,,,,,,,,,-11.607,-0.106,88.011,0.806,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1964,AFG,9355510,13870503936.000,,,,,,,,,,,,,,,,14.141,0.114,98.331,0.920,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1965,AFG,9565154,14187419648.000,,,,,,,,,,,,,,,,27.434,0.252,122.560,1.172,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1966,AFG,9783153,14325264384.000,,,,,,,,,,,,,,,,12.500,0.147,134.807,1.319,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1967,AFG,10010037,14734025728.000,,,,,,,,,,,,,,,,-6.790,-0.090,122.806,1.229,,,,,,,,,,,,,,,,,,,,,,,,,4.119,411.466,4.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1968,AFG,10247782,15254250496.000,,,,,,,,,,,,,,,,-17.219,-0.212,99.302,1.018,,,,,,,,,,,,,,,,,,,,,,,,391.520,16.126,1975.521,20.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1969,AFG,10494491,15493193728.000,,,,,,,,,,,,,,,,8.800,0.090,105.501,1.107,,,,,,,,,,,,,,,,,,,,,,,,20.702,4.191,2328.437,24.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1970,AFG,10752973,15812232192.000,,,,,,,,,,,,,,,,20.588,0.228,124.163,1.335,,,,,,,,,,,,,,,,,,,,,,,,27.304,6.672,2892.941,31.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1971,AFG,11015853,15770513408.000,,,,,,,,,,,,,,,,-17.683,-0.236,99.768,1.099,,,,,,,,,,,,,,,,,,,,,,,,2.013,0.626,2880.755,31.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1972,AFG,11286753,13170552832.000,,,,,,,,,,,,,,,,-47.407,-0.521,51.211,0.578,,,,,,,,,,,,,,,,,,,,,,,,9.829,3.119,3087.972,34.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1973,AFG,11575308,13568630784.000,,,,,,,,,,,,,,,,64.789,0.374,82.287,0.952,,,,,,,,,,,,,,,,,,,,,,,,7.636,2.662,3240.927,37.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1974,AFG,11869881,14309107712.000,,,,,,,,,,,,,,,,-1.709,-0.016,78.873,0.936,,,,,,,,,,,,,,,,,,,,,,,,2.729,1.024,3246.740,38.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1975,AFG,12157390,15177767936.000,,,,,,,,,,,,,,,,30.435,0.285,100.445,1.221,,,,,,,,,,,,,,,,,,,,,,,,-7.531,-2.902,2931.220,35.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1976,AFG,12425276,16023605248.000,,,,,,,,,,,,,,,,6.667,0.081,104.831,1.303,,,,,,,,,,,,,,,,,,,,,,,,-13.957,-4.974,2467.721,30.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1977,AFG,12687308,15207360512.000,,,,,,,,,,,,,,,,6.250,0.081,109.083,1.384,,,,,,,,,,,,,,,,,,,,,,,,1.414,0.434,2450.928,31.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1978,AFG,12938864,16337829888.000,,,,,,,,,,,,,,,,28.235,0.391,137.163,1.775,,,,,,,,,,,,,,,,,,,,,,,,-0.658,-0.205,2387.454,30.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1979,AFG,12986378,15913788416.000,,,,,,,,,,,,,,,,-39.450,-0.700,82.749,1.075,,,,,,,,,,,,,,,,,,,,,,,,-6.433,-1.987,2225.702,28.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1980,AFG,12486640,15329836032.000,,,,,,,,,,,,,,,,-35.709,-0.384,55.329,0.691,,,,,,,,623.929,0.508,,,,,,,,,,,,,,,-36.247,-10.477,1475.741,18.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,7.791,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1981,AFG,11155196,15645343744.000,,,,,,,,,,,,,,,,5.042,0.035,65.056,0.726,,,,,,12.663,0.987,786.837,0.561,,,,,,,,,,,,,,,31.667,5.835,2174.976,24.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,8.777,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1982,AFG,10088290,15980409856.000,,,,,,,,,,,,,,,,16.000,0.116,83.446,0.842,,,,,,6.505,0.571,926.651,0.585,,,,,,,,,,,,,,,2.532,0.614,2465.881,24.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,9.348,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1983,AFG,9951447,16755333120.000,,,,,,,,,,,,,,,,0.000,0.000,84.593,0.842,,,,,,22.334,2.088,1149.196,0.683,,,,,,,,,,,,,,,4.938,1.228,2623.236,26.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,11.436,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1984,AFG,10243689,17072152576.000,,,,,,,,,,,,,,,,2.069,0.017,83.880,0.859,,,,,,0.462,0.053,1121.573,0.673,,,,,,,,,,,,,,,0.000,0.000,2548.397,26.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,11.489,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1985,AFG,10512220,17108480000.000,,,,,,,,,,,,,,,,2.027,0.017,83.394,0.877,,,,,,-2.365,-0.272,1067.071,0.656,,,,,,,,,,,,,,,23.529,6.142,3067.605,32.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,11.217,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1986,AFG,10448447,17641345024.000,,,,,,,,,,,,,,,,5.960,0.052,88.904,0.929,,,,,,2.185,0.245,1097.040,0.650,,,,,,,,,,,,,,,0.000,0.000,3086.329,32.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,11.462,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1987,AFG,10322767,15810816000.000,,,,,,,,,,,,,,,,4.375,0.041,93.924,0.970,,,,,,61.246,7.020,1790.467,1.169,,,,,,,,,,,,,,,-5.714,-1.843,2945.396,30.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,18.483,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1988,AFG,10383459,14499068928.000,,,,,,,,,,,,,,,,-17.365,-0.168,77.160,0.801,,,,,,76.359,14.113,3139.185,2.248,,,,,,,,,,,,,,,7.071,2.150,3135.223,32.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,32.596,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1989,AFG,10673172,13489497088.000,,,,,,,,,,,,,,,,-7.971,-0.064,69.082,0.737,,,,,,-1.669,-0.544,3003.004,2.376,,,,,,,,,,,,,,,-1.887,-0.614,2992.571,31.940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,32.052,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1990,AFG,10694804,13065984000.000,,,,,,,,,,,,,,,,-17.323,-0.128,56.999,0.610,,,,,,-0.955,-0.306,2968.316,2.430,,,,,,,,,,,,,,,0.002,0.001,2986.589,31.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,31.746,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1991,AFG,10745168,12047362048.000,,,,,,,,,,,,,,,,-10.476,-0.064,50.789,0.546,,,,,,-56.206,-17.843,1293.862,1.154,,,,,,,,,,,,,,,-89.423,-28.563,314.401,3.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,13.903,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1992,AFG,12057436,12677538816.000,,,,,,,,,,,,,,,,-91.489,-0.499,3.852,0.046,,,,,,-34.058,-4.735,760.342,0.723,,,,,,,,,,,,,,,-3.686,-0.125,269.855,3.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,9.168,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1993,AFG,14003764,9834580992.000,,,,,,,,,,,,,,,,-12.500,-0.006,2.902,0.041,,,,,,-0.681,-0.062,650.207,0.926,,,,,,,,,,,,,,,0.000,0.000,232.349,3.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,9.105,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1994,AFG,15455560,7919857152.000,,,,,,,,,,,,,,,,-14.286,-0.006,2.254,0.035,,,,,,-3.179,-0.289,570.403,1.113,,,,,,,,,,,,,,,-0.042,-0.001,210.434,3.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,8.816,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1995,AFG,16418911,12307525632.000,,,,,,,,,,,,,,,,-16.634,-0.006,1.769,0.029,,,,,,-15.733,-1.387,452.460,0.604,,,,,,,,,,,,,,,-33.333,-1.084,132.058,2.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,7.429,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1996,AFG,17106600,12070125568.000,,,,,,,,,,,,,,,,-40.000,-0.012,1.019,0.017,,,,,,-1.926,-0.143,425.906,0.604,,,,,,,,,,,,,,,15.049,0.326,145.824,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,7.286,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1997,AFG,17788818,11850752000.000,,,,,,,,,,,,,,,,-33.333,-0.006,0.653,0.012,,,,,,-4.774,-0.348,390.019,0.585,,,,,,,,,,,,,,,0.000,0.000,140.231,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,6.938,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1998,AFG,18493134,11692172288.000,,,,,,,,,,,,,,,,0.000,0.000,0.628,0.012,,,,,,-2.677,-0.186,365.121,0.577,,,,,,,,,,,,,,,0.000,0.000,134.890,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,6.752,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,1999,AFG,19262854,11517317120.000,,,,,,,,,,,,,,,,-50.000,-0.006,0.302,0.006,,,,,,-0.053,-0.004,350.347,0.586,,,,,,,,,,,,,,,0.000,0.000,129.500,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,6.749,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,2000,AFG,19542986,11283792896.000,,,,,0.000,0.000,0.000,,255.319,,,,,0.000,0.000,0.000,0.000,0.297,0.006,0.000,,0.570,0.470,,-12.374,-0.835,302.595,0.524,,,8.187,0.160,,,34.043,,,,,0.000,0.000,,0.000,0.000,127.644,2.495,0.000,,0.120,,,,15.862,0.310,,65.957,,,,,15.862,0.310,,65.957,,0.100,17.544,,,,0.000,0.000,,0.000,,,,,8.187,0.160,,,0.000,0.000,0.000,34.043,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,24.050,5.914,,,,15.862,0.310,,65.957,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Afghanistan,2001,AFG,19688634,11021273088.000,,,,,0.000,0.000,0.000,,118.644,,,,,0.000,0.000,2498.990,0.145,7.667,0.151,0.000,,0.690,0.590,,-21.130,-1.250,236.892,0.423,,,4.571,0.090,,,15.254,,,,,0.000,0.000,,-78.261,-1.952,27.543,0.542,0.000,,0.070,,,,25.395,0.500,,84.746,,,,,25.395,0.500,,84.746,,0.100,14.493,,,,0.000,0.000,,0.000,,,,,4.571,0.090,,,0.000,0.000,0.000,15.254,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,29.967,4.664,,,,25.395,0.500,,84.746,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Afghanistan,2002,AFG,21000258,18804871168.000,,,,,0.000,0.000,0.000,,144.928,,,,,0.000,0.000,-19.231,-0.029,5.806,0.122,0.000,,0.790,0.690,,-5.058,-0.236,210.862,0.235,,,6.190,0.130,,,18.841,,,,,0.000,0.000,,0.000,0.000,25.823,0.542,0.000,,0.100,,,,26.666,0.560,,81.159,,,,,26.666,0.560,,81.159,,0.100,12.658,,,,0.000,0.000,,0.000,,,,,6.190,0.130,,,0.000,0.000,0.000,18.841,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,32.857,4.428,,,,26.666,0.560,,81.159,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Afghanistan,2003,AFG,22645136,21074343936.000,,,,,0.000,0.000,0.000,,255.319,,,,,0.000,0.000,66.666,0.081,8.973,0.203,0.000,,1.040,0.940,,17.603,0.780,229.968,0.247,,,13.689,0.310,,,32.979,,,,,0.000,0.000,,-60.000,-0.325,9.579,0.217,0.000,,0.240,,,,27.821,0.630,,67.021,,,,,27.821,0.630,,67.021,,0.100,9.615,,,,0.000,0.000,,0.000,,,,,13.689,0.310,,,0.000,0.000,0.000,32.979,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,41.510,5.208,,,,27.821,0.630,,67.021,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
